avg.exp,pct.exp,features.plot,id,avg.exp.scaled
0.050674187,5.13029316,GAD1,Exc-L5-6-FEZF2-RSAD2,-0.619097528
5.205049332,93.97394137,FOXP2,Exc-L5-6-FEZF2-RSAD2,1.310143077
0.107169717,7.247557003,CUX2,Exc-L5-6-FEZF2-RSAD2,-0.763159905
0.093285007,10.34201954,CCK,Exc-L5-6-FEZF2-RSAD2,-1.230422245
0.010918974,1.791530945,CALB2,Exc-L5-6-FEZF2-RSAD2,-0.334747176
0.004719021,0.732899023,CALB1,Exc-L5-6-FEZF2-RSAD2,-0.749993352
5.107701696,94.46254072,APP,Exc-L5-6-FEZF2-RSAD2,-1.20293665
0.223654581,12.13355049,ADARB2,Exc-L5-6-FEZF2-RSAD2,-0.461720032
0.70292938,60.74918567,ADARB1,Exc-L5-6-FEZF2-RSAD2,-0.426362541
0.006294058,0.260416667,VIP,Exc-L2-3-LINC00507-RPL9P17,-0.298383589
